budget,genres,id,original_language,original_title,popularity,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count
"$3,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 99, ""name"": ""Documentary""}, {""id"": 10402, ""name"": ""Music""}]",292,en,Dave Chappelle's Block Party,1.697846,2005-09-12,11718595,100,Released,,Dave Chappelle's Block Party,6.4,28
$0.00,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 37, ""name"": ""Western""}]",223485,en,Slow West,14.936661,2015-04-16,229094,84,Released,Wanted Dead or Dead,Slow West,6.6,367
"$3,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",29463,en,Krush Groove,0.720091,1985-10-25,0,97,Released,It's chillin'!,Krush Groove,7,11
$0.00,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",18065,en,Next Day Air,2.747402,2009-02-06,0,84,Released,,Next Day Air,5.3,36
"$3,000,000.00","[{""id"": 18, ""name"": ""Drama""}]",22013,en,Elmer Gantry,6.734965,1960-06-19,10400000,146,Released,If there was a dollar to be made - Gantry would make it... If there was a soul to be saved - Gantry would save it...,Elmer Gantry,7.3,41
"$3,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",821,en,Judgment at Nuremberg,13.338539,1961-12-01,10000000,186,Released,The event the world will never forget,Judgment at Nuremberg,7.6,155
$0.00,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",53862,en,Trippin',0.185373,1999-05-12,9016377,94,Released,He's a legend in his own mind.,Trippin',4.5,4
"$3,000,000.00","[{""id"": 37, ""name"": ""Western""}]",3089,en,Red River,5.344815,1948-08-26,9012000,133,Released,Big as the men who faced this challenge! Bold as the women who loved them!,Red River,7.3,82
$0.00,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",30139,en,Phat Girlz,0.982624,2006-01-01,0,99,Released,,Phat Girlz,3.7,10
"$3,000,000.00","[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",132344,en,Before Midnight,23.299907,2013-04-05,11176469,108,Released,Everything's better with maturity.,Before Midnight,7.4,568
$0.00,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]",15582,en,Teen Wolf Too,4.103764,1987-11-20,0,95,Released,High school was easy. But college is a whole different ANIMAL.,Teen Wolf Too,3.8,46
"$3,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",15158,en,Phantasm II,5.003615,1988-07-08,7282851,97,Released,The ball is back!,Phantasm II,6.3,94
"$3,000,000.00","[{""id"": 18, ""name"": ""Drama""}]",44634,en,Woman Thou Art Loosed,0.019984,2004-09-30,6804016,94,Released,,Woman Thou Art Loosed,5,3
$0.00,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",30309,en,Real Women Have Curves,1.026243,2002-01-01,0,86,Released,,Real Women Have Curves,5.8,19
$0.00,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10769, ""name"": ""Foreign""}, {""id"": 10749, ""name"": ""Romance""}]",7509,en,Water,2.787375,2005-09-08,10422387,115,Released,,Water,6.8,34
"$3,800,000.00","[{""id"": 35, ""name"": ""Comedy""}]",10557,en,East Is East,3.667372,1999-05-14,28200000,97,Released,"A comedy of families, a chip shop... and a very randy dog.",East Is East,6.5,59
"$3,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",23531,en,Whipped,2.144354,2000-09-01,0,82,Released,Never underestimate the power of a woman.,Whipped,3.1,11
"$3,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",28005,en,Kama Sutra - A Tale of Love,3.937939,1996-09-11,4109095,117,Released,,Kama Sutra - A Tale of Love,5.7,35
"$3,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",40247,en,Please Give,5.325156,2010-01-22,0,90,Released,,Please Give,6,57
"$3,000,000.00","[{""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",252,en,Willy Wonka & the Chocolate Factory,23.981601,1971-06-29,4000000,100,Released,It's Scrumdiddlyumptious!,Willy Wonka & the Chocolate Factory,7.4,798
$0.00,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",24126,en,Warlock: The Armageddon,3.107149,1993-05-01,0,98,Released,,Warlock: The Armageddon,5.2,38
$0.00,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",13982,en,8 Heads in a Duffel Bag,5.016607,1997-04-18,0,95,Released,A mindless comedy.,8 Heads in a Duffel Bag,5.4,39
$0.00,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",16642,en,Days of Heaven,13.857194,1978-09-13,0,94,Released,Your eyes... Your ears... Your senses... will be overwhelmed.,Days of Heaven,7.6,234
$0.00,"[{""id"": 18, ""name"": ""Drama""}]",17734,en,Thirteen Conversations About One Thing,6.997495,2001-09-02,0,104,Released,Ask yourself if you're really happy.,Thirteen Conversations About One Thing,6.4,25
"$3,000,000.00","[{""id"": 35, ""name"": ""Comedy""}]",18892,en,Jawbreaker,4.337685,1999-01-30,3076820,87,Released,Suck it and see...,Jawbreaker,5.9,90
"$2,962,051.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",549,en,Basquiat,3.636634,1996-08-09,3011195,108,Released,"In 1981, A Nineteen-Year-Old Unknown Graffiti Writer Took The New York Art World By Storm. The Rest Is Art History.",Basquiat,6.6,94
$0.00,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",121986,en,Frances Ha,15.492257,2013-05-17,4069826,86,Released,,Frances Ha,7.2,345
"$3,000,000.00","[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",868,af,Tsotsi,2.504169,2005-08-18,9879971,94,Released,In this world... Redemption comes just once.,Tsotsi,6.9,94
"$3,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",10683,en,Happiness,10.757539,1998-10-16,2807390,139,Released,Finding happiness can be a tragic comedy.,Happiness,7.4,194
$0.00,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 99, ""name"": ""Documentary""}]",17995,en,DysFunktional Family,1.580027,2003-04-04,0,89,Released,,DysFunktional Family,6.1,4
"$2,800,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",246403,en,Tusk,15.754614,2014-09-19,1826705,102,Released,Let me tell you a story...,Tusk,5.1,366
"$3,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 28, ""name"": ""Action""}]",670,ko,올드보이,56.76349,2003-01-01,14980005,120,Released,"15 years of imprisonment, five days of vengeance",Oldboy,8,1945
$0.00,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 53, ""name"": ""Thriller""}]",35691,en,Letters to God,3.644872,2010-04-09,0,110,Released,,Letters to God,6.5,37
"$3,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",49010,en,Hobo with a Shotgun,16.900433,2011-05-06,748453,86,Released,"Delivering justice, one shell at a time...",Hobo with a Shotgun,5.7,211
"$3,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",317930,es,Compadres,1.569246,2016-03-31,0,101,Released,,Compadres,5.2,17
"$3,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",11229,en,Freeway,4.682881,1996-08-23,0,110,Released,Her life is no fairy tale.,Freeway,6.5,95
$0.00,"[{""id"": 10770, ""name"": ""TV Movie""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",22488,en,Love's Abiding Joy,1.128559,2006-10-06,0,87,Released,,Love's Abiding Joy,5.8,12
"$3,000,000.00","[{""id"": 18, ""name"": ""Drama""}]",24469,en,Fish Tank,12.68672,2009-05-14,2357852,123,Released,"Live, love and give as good as you get.",Fish Tank,6.9,250
$0.00,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",82533,en,Damsels in Distress,3.750338,2012-04-06,0,99,Released,"For these girls... it's not what you learn, it's whom you educate.",Damsels in Distress,5.6,67
$0.00,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",50942,en,Creature,2.857848,1998-05-17,0,176,Released,Death from the depths,Creature,4,21
"$3,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",84174,en,Bachelorette,20.95282,2012-08-06,11947954,87,Released,Old habits party hard.,Bachelorette,5.3,444
$0.00,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10751, ""name"": ""Family""}]",34099,en,Brave New Girl,0.18094,2004-04-25,0,120,Released,,Brave New Girl,3.7,3
$0.00,"[{""id"": 35, ""name"": ""Comedy""}]",79940,en,Tim and Eric's Billion Dollar Movie,1.75311,2012-03-02,0,94,Released,,Tim and Eric's Billion Dollar Movie,5.2,34
"$2,700,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",342,de,Sommersturm,3.120747,2004-09-02,0,98,Released,,Summer Storm,6.7,59
$0.00,"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",281230,en,Fort McCoy,0.384496,2014-01-01,0,0,Released,,Fort McCoy,6.3,2
$0.00,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",38033,en,Chain Letter,2.504156,2010-10-01,0,96,Released,"If you don't forward it, you die.",Chain Letter,3.9,37
"$3,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",100975,en,Just Looking,0.431332,1999-10-21,0,97,Released,A voyeuristic coming-of-age comedy.,Just Looking,5.8,5
"$3,000,000.00","[{""id"": 878, ""name"": ""Science Fiction""}]",38541,en,The Divide,11.882563,2011-03-13,22000,112,Released,The lucky ones died in the blast,The Divide,5.7,197
$0.00,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 10749, ""name"": ""Romance""}]",39563,en,The Eclipse,9.342465,2009-04-24,0,88,Released,If there is life after death - love lives on,The Eclipse,6.1,15
"$3,000,000.00","[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",234212,en,Demonic,12.564554,2015-02-12,3387000,83,Released,Every House Has It's Secrets,Demonic,4.9,148
$0.00,"[{""id"": 35, ""name"": ""Comedy""}]",27404,en,My Big Fat Independent Movie,0.68822,2005-03-04,0,80,Released,The lowbrow comedy for the highbrow crowd.,My Big Fat Independent Movie,3,5
$0.00,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",170480,en,The Deported,0.194848,2010-06-15,0,90,Released,,The Deported,0,0
$0.00,"[{""id"": 18, ""name"": ""Drama""}]",71866,en,Tanner Hall,2.015525,2009-09-14,0,96,Released,,Tanner Hall,5.4,32
"$3,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",192210,en,Open Road,2.680629,2013-04-12,0,85,Released,,Open Road,5.2,18
$0.00,"[{""id"": 35, ""name"": ""Comedy""}]",180296,en,They Came Together,12.036888,2014-06-27,0,84,Released,He came...She came...They both came,They Came Together,5.3,171
$0.00,"[{""id"": 35, ""name"": ""Comedy""}]",157058,en,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,1.737032,2013-01-14,0,80,Released,Based on true events... that may not have happened,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,2.9,28
"$3,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",70006,en,Never Back Down 2: The Beatdown,9.249229,2011-09-13,0,90,Released,,Never Back Down 2: The Beatdown,5.8,136
"$2,500,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",26039,en,Point Blank,5.164423,1967-08-30,3200000,92,Released,There are two kinds of people in his up-tight world: his victims and his women. And sometimes you can't tell them apart.,Point Blank,7.1,95
$3.00,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",79587,en,Four Single Fathers,0.008263,2009-01-15,0,100,Released,Comedy,Four Single Fathers,0,0
$0.00,"[{""id"": 53, ""name"": ""Thriller""}]",176077,en,Enter the Dangerous Mind,1.998826,2013-03-11,0,88,Released,,Enter the Dangerous Mind,4.8,14
"$3,000,000.00","[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",260947,en,Something Wicked,1.968679,2014-04-04,0,95,Released,,Something Wicked,4.6,16
"$3,000,000.00","[{""id"": 53, ""name"": ""Thriller""}]",342502,en,AWOL-72,1.141463,2015-08-07,0,79,Released,72 Hours On The Clock. Starting Now...,AWOL-72,2.8,10
$0.00,[],191229,en,Iguana,0.214704,1988-04-01,0,88,Released,,Iguana,6,1
"$3,200,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",43213,en,Chicago Overcoat,1.034844,2009-10-10,0,95,Released,The glory days are back,Chicago Overcoat,6.1,5
$0.00,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",44594,en,Barry Munday,1.975941,2010-03-13,0,95,Released,A comedy that hits you right where it counts.,Barry Munday,6.3,22
"$2,900,000.00","[{""id"": 18, ""name"": ""Drama""}]",666,pt,Central do Brasil,5.928937,1998-01-16,5596708,113,Released,He was looking for the father he never knew. She was looking for a second chance.,Central Station,7.6,126
"$2,900,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",248,en,Pocketful of Miracles,3.370225,1961-12-18,5000000,136,Released,You have to see it to believe it!,Pocketful of Miracles,7.3,25
$0.00,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}]",325173,en,Close Range,5.485217,2015-12-11,0,80,Released,Colton MacReady...is coming home.,Close Range,4.9,54
$0.00,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",55831,en,Boynton Beach Club,0.18887,2005-08-05,0,105,Released,,Boynton Beach Club,6.8,3
"$3,000,000.00","[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}]",351043,en,Amnesiac,3.077885,2015-08-14,0,90,Released,What he can't remember is killing him.,Amnesiac,4.1,52
"$3,000,000.00","[{""id"": 99, ""name"": ""Documentary""}]",43942,en,Freakonomics,1.781462,2010-10-01,103735,93,Released,Things you always thought you knew but didn't,Freakonomics,6.6,36
$0.00,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",10226,fr,Haute tension,4.952983,2003-06-18,0,91,Released,Hearts will bleed.,High Tension,6.6,271
"$2,902,660.00","[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",66942,en,Griff the Invisible,1.35088,2011-08-19,0,93,Released,"He's a dreamer, stuck in the real world.",Griff the Invisible,6.1,34
$0.00,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}]",356483,en,Unnatural,0.687656,2015-10-16,0,89,Released,Some things were never meant to be.,Unnatural,4.3,12
"$8,000,000.00","[{""id"": 18, ""name"": ""Drama""}]",10476,en,Hustle & Flow,6.39503,2005-07-22,23563727,116,Released,The music will inspire them. The dream will unite them. This summer get crunk.,Hustle & Flow,6.9,99
"$2,883,848.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",239,en,Some Like It Hot,39.30982,1959-03-18,25000000,122,Released,The movie too HOT for words!,Some Like It Hot,8,808
"$2,800,000.00","[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",10281,en,Friday the 13th Part VII: The New Blood,9.070842,1988-05-13,19170001,88,Released,"Jason is back, but this time someone's waiting!",Friday the 13th Part VII: The New Blood,5.3,192
"$2,777,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",630,en,The Wizard of Oz,67.417542,1939-08-15,33754967,102,Released,"We're off to see the Wizard, the wonderful Wizard of Oz!",The Wizard of Oz,7.4,1642
"$2,800,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",3034,en,Young Frankenstein,36.444894,1974-12-15,86273333,106,Released,The scariest comedy of all time!,Young Frankenstein,7.7,854
"$2,000,000.00","[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",13025,en,Diary of the Dead,15.351412,2007-09-08,5364858,95,Released,Where will you be when the end begins?,Diary of the Dead,5.4,190
$0.00,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",21461,en,Lage Raho Munna Bhai,2.436019,2006-01-01,0,144,Released,They're back... and they're not alone!,Lage Raho Munna Bhai,7.6,44
$0.00,"[{""id"": 18, ""name"": ""Drama""}]",55306,en,Ulee's Gold,0.93392,1997-06-13,0,112,Released,,Ulee's Gold,6.5,19
"$2,700,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",17264,en,The Black Stallion,11.35972,1979-10-17,37799643,118,Released,"From the moment he first saw the stallion, he knew it would either destroy him, or carry him where no one had ever been before…",The Black Stallion,7,59
$0.00,[],346081,en,Sardaarji,0.296981,2015-06-26,0,0,Released,,Sardaarji,9.5,2
$0.00,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",16016,en,Rejsen til Saturn,1.776624,2008-09-26,0,90,Released,,Journey to Saturn,4.9,10
"$2,686,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",15875,en,Donovan's Reef,1.897263,1963-06-12,6600000,109,Released,Gangway...For This Years BIG Adventure!,Donovan's Reef,6,30
$0.00,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",5900,nl,De jurk,0.144031,1996-03-21,0,103,Released,,The Dress,7,3
"$2,627,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",43306,en,A Guy Named Joe,0.531444,1944-03-01,5363000,120,Released,A GUY - A GAL - A PAL - It's Swell!,A Guy Named Joe,6,8
"$2,600,000.00","[{""id"": 37, ""name"": ""Western""}, {""id"": 35, ""name"": ""Comedy""}]",11072,en,Blazing Saddles,22.793929,1974-02-07,119500000,93,Released,Never give a saga an even break!,Blazing Saddles,7.2,609
"$2,600,000.00","[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",9730,en,Friday the 13th: The Final Chapter,14.013414,1984-04-13,32980880,91,Released,"Jason's Back, and this is the one you've been screaming for.",Friday the 13th: The Final Chapter,5.9,237
